# Optical Flow Metadata
# video_name: AreaX_Trim
# original_resolution: 2560x1440
# resized_resolution: 640x360
# native_fps: 60.00627473428702
# sample_fps: 4.0
# step_frames: 15
# pyr_scale: 0.5
# levels: 3
# winsize: 15
# iterations: 3
# poly_n: 5
# poly_sigma: 1.2
# gaussian_flag: False
# -----------------------------------

time_sec,frame_idx,dt_frames,mean_mag,sum_mag,median_mag,p90_mag,max_mag,mean_u,mean_v
0.24997385800770502,15,15,2.7550148963928223,634755.4375,8.950895580284168e-13,10.404009819030762,44.04426574707031,1.4960148334503174,-0.052812378853559494
0.49994771601541005,30,15,2.662266969680786,613386.3125,1.3206280416021982e-13,8.652095794677734,40.3106803894043,-2.238900899887085,0.08339791744947433
0.749921574023115,45,15,0.6461313962936401,148868.671875,3.483804325845697e-18,1.8493657112121582,13.788030624389648,-0.10526740550994873,0.508991003036499
0.9998954320308201,60,15,2.350757360458374,541614.5,1.058572500489685e-12,9.602989196777344,94.13128662109375,1.6700068712234497,0.2531175911426544
1.249869290038525,75,15,1.8790489435195923,432932.875,1.911478499761572e-15,6.104488372802734,50.38449478149414,1.5372103452682495,-0.08418314903974533
1.49984314804623,90,15,1.7273303270339966,397976.90625,6.658230553274053e-14,5.747450828552246,30.553878784179688,1.4885998964309692,0.1673736274242401
1.749817006053935,105,15,0.8985917568206787,207035.546875,5.368687265583372e-14,2.8480935096740723,69.09159851074219,0.3478211760520935,-0.6806442737579346
1.9997908640616402,120,15,1.3663313388824463,314802.75,1.9378315412824781e-13,3.606809139251709,172.3894805908203,-0.6273885369300842,-0.4610653817653656
2.249764722069345,135,15,0.9610408544540405,221423.8125,5.1713076671593226e-15,1.3091689348220825,91.93659973144531,0.16572152078151703,-0.44561541080474854
2.49973858007705,150,15,0.5377182960510254,123890.2890625,3.3218535784769205e-16,0.1472652405500412,70.00804901123047,-0.05925292521715164,-0.1410447210073471
2.7497124380847553,165,15,0.9365742206573486,215786.703125,1.6602965768733683e-17,0.7059422731399536,116.86759185791016,0.5456494092941284,-0.059799376875162125
2.99968629609246,180,15,0.7861847877502441,181136.96875,4.855434803990821e-18,0.9380600452423096,87.3818359375,0.3953404724597931,-0.28509652614593506
3.249660154100165,195,15,0.587293267250061,135312.375,2.2333643894384467e-19,1.3743281364440918,16.363513946533203,0.3235582709312439,-0.10704157501459122
3.49963401210787,210,15,0.5118732452392578,117935.6015625,1.6125425922505542e-19,1.1585896015167236,138.8992919921875,0.11814064532518387,-0.1802600622177124
3.7496078701155753,225,15,0.41323238611221313,95208.7421875,1.1070475568357237e-18,0.8968555331230164,23.62505531311035,-0.023935265839099884,-0.11462138593196869
3.9995817281232804,240,15,0.6768784523010254,155952.796875,2.92033385565825e-18,2.0959978103637695,26.171316146850586,0.07443404197692871,-0.22446630895137787
4.2495555861309855,255,15,0.4079810678958893,93998.8359375,6.696945229096693e-18,1.2892078161239624,13.808538436889648,0.12376347184181213,-0.11035379767417908
4.49952944413869,270,15,0.9980775713920593,229957.078125,7.313795318573412e-18,1.5837711095809937,69.75662994384766,0.5169386863708496,0.1907750517129898
4.749503302146395,285,15,2.396385908126831,552127.3125,1.858575151216673e-15,5.652215480804443,45.39079284667969,-2.181248188018799,0.7724525928497314
4.9994771601541,300,15,0.6553011536598206,150981.390625,1.3007162015128919e-17,0.7707479000091553,101.42318725585938,0.18870823085308075,-0.25464683771133423
5.249451018161805,315,15,0.2733038365840912,62969.20703125,5.036820623072674e-18,0.283361554145813,38.337608337402344,-0.07226689904928207,0.06734134256839752
5.499424876169511,330,15,0.41082286834716797,94653.5859375,1.7993167692401542e-18,0.2631928026676178,49.524688720703125,-0.03366127982735634,-0.06839599460363388
5.749398734177215,345,15,0.2518424093723297,58024.48828125,1.0432942137856359e-19,0.0670175775885582,12.87928581237793,-0.04046734794974327,0.037963565438985825
5.99937259218492,360,15,0.505691409111023,116511.3046875,3.9853309881211986e-20,0.22558000683784485,58.629234313964844,-0.14145860075950623,0.18566477298736572
6.2493464501926255,375,15,0.8277251720428467,190707.875,4.658225614326894e-20,1.7253985404968262,110.41201782226562,0.22315140068531036,0.5220496654510498
6.49932030820033,390,15,1.0813850164413452,249151.109375,2.372891341082816e-20,1.6295493841171265,173.11131286621094,-0.21617940068244934,-0.2243933081626892
6.749294166208036,405,15,0.4358764588832855,100425.9375,8.878124344652818e-20,0.05384101718664169,56.039390563964844,-0.08057132363319397,-0.19498060643672943
6.99926802421574,420,15,0.6641296148300171,153015.46875,7.237242286122255e-20,0.05328414589166641,132.23011779785156,0.20738014578819275,-0.018433718010783195
7.249241882223445,435,15,0.9202759861946106,212031.59375,1.355686985428471e-20,0.0033522003795951605,60.035057067871094,-0.8692110180854797,0.1179400160908699
7.499215740231151,450,15,0.5514239072799683,127048.0703125,2.396224296705347e-20,0.0025130852591246367,21.081087112426758,-0.2220587283372879,0.38494858145713806
7.749189598238855,465,15,0.6164150834083557,142022.03125,2.1250337791146904e-20,0.0036591351963579655,20.14855194091797,-0.2184324413537979,0.48847565054893494
7.999163456246561,480,15,0.5538845658302307,127615.0,3.068020000542569e-20,0.015480715781450272,14.926318168640137,-0.09964551031589508,0.3843224048614502
8.249137314254266,495,15,0.780046820640564,179722.78125,8.388802422122806e-20,1.4525883197784424,70.31198120117188,-0.0879335105419159,0.497421532869339
8.499111172261971,510,15,0.5889177322387695,135686.640625,6.909422854549248e-20,2.1363461017608643,16.197734832763672,0.029200205579400063,0.05619048327207565
8.749085030269676,525,15,0.8826416730880737,203360.640625,5.447307968076349e-19,3.842292547225952,29.172822952270508,-0.5029942989349365,-0.21815529465675354
8.99905888827738,540,15,1.2331128120422363,284109.1875,5.725519868709933e-17,5.919651508331299,20.769445419311523,0.5779401063919067,-0.036136724054813385
9.249032746285085,555,15,1.259002447128296,290074.15625,3.5319907398132387e-17,5.5305256843566895,67.57732391357422,0.009973458014428616,0.05359041318297386
9.49900660429279,570,15,2.18412184715271,503221.6875,1.5809787290085864e-12,9.753013610839844,27.802703857421875,-1.1348283290863037,-0.9498332142829895
9.748980462300496,585,15,4.32415246963501,996284.75,8.658641512115928e-12,11.857022285461426,81.90556335449219,-0.18537025153636932,-0.6732181310653687
9.9989543203082,600,15,3.8475468158721924,886474.8125,3.0086473676999015e-12,14.405923843383789,41.920047760009766,2.4975552558898926,1.6736000776290894
