time_sec,frame_idx,dt_frames,mean_mag,median_mag,p90_mag,max_mag,mean_u,mean_v
0.24973805855161788,15,15,6.378373622894287,4.426870822906494,17.423051834106445,39.54665756225586,-3.4283158779144287,-2.339668035507202
0.49947611710323575,30,15,4.829653263092041,3.1072542667388916,13.15435791015625,47.43092346191406,-0.20302504301071167,0.4466274082660675
0.7492141756548537,45,15,5.227822303771973,4.190982818603516,12.44776439666748,34.39979934692383,-2.7645065784454346,0.20427046716213226
0.9989522342064715,60,15,5.823097229003906,3.385378837585449,15.660698890686035,49.79287338256836,0.4358307123184204,-1.4207570552825928
1.2486902927580894,75,15,6.017951965332031,4.418158531188965,15.163503646850586,29.164661407470703,-1.6285098791122437,1.7537258863449097
1.4984283513097074,90,15,6.401630878448486,1.6931443214416504,18.685100555419922,36.713924407958984,5.1889214515686035,0.9886364340782166
1.7481664098613252,105,15,6.188587665557861,5.38016939163208,14.515420913696289,34.329288482666016,-2.124781608581543,1.3189343214035034
1.997904468412943,120,15,5.473084449768066,5.460723876953125,11.361990928649902,25.98166847229004,1.0250979661941528,-0.9326211214065552
2.247642526964561,135,15,6.169306755065918,5.999040603637695,12.757364273071289,26.743274688720703,1.7160724401474,0.2332441210746765
2.497380585516179,150,15,5.486222743988037,4.936806678771973,12.256385803222656,27.914005279541016,-0.21382534503936768,0.8890418410301208
2.747118644067797,165,15,6.7848334312438965,6.756347179412842,15.241268157958984,25.374813079833984,-1.5205252170562744,-0.34297218918800354
2.996856702619415,180,15,11.109550476074219,9.59786605834961,27.86625099182129,81.20392608642578,-9.404709815979004,-1.9044067859649658
3.2465947611710324,195,15,9.792768478393555,6.593084812164307,26.654762268066406,40.680015563964844,-4.185818672180176,2.495290517807007
3.4963328197226504,210,15,6.912685871124268,5.77425479888916,16.2861385345459,45.618980407714844,1.7126495838165283,3.3890767097473145
3.7460708782742684,225,15,8.46519660949707,7.9479522705078125,19.481616973876953,88.58898162841797,6.206170082092285,1.9651480913162231
3.995808936825886,240,15,5.062535762786865,4.679803848266602,11.741615295410156,26.320261001586914,-2.4136412143707275,0.06006791442632675
4.245546995377504,255,15,5.376603126525879,4.439483642578125,12.604631423950195,24.327781677246094,-0.45137694478034973,-2.5801022052764893
4.495285053929122,270,15,6.760826587677002,5.118853569030762,17.15679931640625,34.19511032104492,-3.3571293354034424,-0.24903325736522675
4.74502311248074,285,15,4.855480670928955,3.0075361728668213,13.143665313720703,33.00873565673828,-0.21250593662261963,-0.14693990349769592
4.994761171032358,300,15,5.656668663024902,3.5962486267089844,14.708078384399414,26.68311309814453,-1.6660244464874268,0.4456305503845215
5.244499229583975,315,15,3.984349012374878,2.9968862533569336,10.129430770874023,17.86484146118164,-0.5606203079223633,-1.1599675416946411
5.494237288135594,330,15,6.587244510650635,4.470285415649414,17.799152374267578,33.6428337097168,-2.5123937129974365,-2.4902288913726807
5.743975346687211,345,15,5.563404560089111,4.783815383911133,12.327566146850586,40.257774353027344,-1.3003084659576416,-1.367595911026001
5.99371340523883,360,15,6.109945774078369,5.502658843994141,13.289102554321289,28.442398071289062,2.7863616943359375,-0.41115298867225647
6.243451463790447,375,15,7.193706512451172,5.909739971160889,15.905773162841797,29.934263229370117,-0.796608567237854,-2.211034059524536
6.493189522342065,390,15,10.512782096862793,8.028797149658203,24.783994674682617,52.26826095581055,-5.884640693664551,-3.7168359756469727
6.742927580893683,405,15,9.923844337463379,8.550470352172852,23.181800842285156,35.31291198730469,-6.723410606384277,-2.4297990798950195
6.992665639445301,420,15,11.265122413635254,8.718996047973633,24.875198364257812,51.94444274902344,-8.647274017333984,-1.0654550790786743
7.242403697996918,435,15,9.492738723754883,9.847314834594727,20.70309829711914,28.57488250732422,-7.153200626373291,3.048828125
7.492141756548537,450,15,5.284834384918213,4.572710037231445,13.114901542663574,21.474592208862305,3.0379538536071777,0.48021990060806274
7.741879815100154,465,15,5.146629810333252,4.5812296867370605,12.566051483154297,34.13343048095703,0.34675833582878113,-0.36926522850990295
7.991617873651772,480,15,5.815486431121826,5.279820442199707,13.333524703979492,42.90187454223633,-1.9693681001663208,3.181481122970581
8.24135593220339,495,15,5.290065765380859,4.975554943084717,11.5151948928833,26.0631046295166,-0.25301265716552734,1.1757336854934692
8.491093990755008,510,15,7.308818817138672,7.088311195373535,14.944123268127441,32.46928024291992,-3.8839523792266846,-2.0735578536987305
8.740832049306626,525,15,7.483480453491211,7.018331527709961,14.679142951965332,45.27078628540039,1.0675512552261353,-1.4330979585647583
8.990570107858243,540,15,8.408163070678711,8.166293144226074,17.451152801513672,37.933013916015625,-0.5170788168907166,-3.0881564617156982
9.240308166409863,555,15,5.934286117553711,5.163529872894287,13.176610946655273,39.33003616333008,-0.6187400817871094,-0.445241779088974
9.49004622496148,570,15,8.736015319824219,6.827356338500977,20.491161346435547,58.6105842590332,5.848891735076904,-1.6282676458358765
9.739784283513098,585,15,8.437636375427246,7.051241874694824,21.437379837036133,39.39793014526367,4.241772174835205,3.577331066131592
9.989522342064715,600,15,7.179670810699463,6.012951850891113,17.490859985351562,27.440601348876953,4.749720096588135,0.25981345772743225
10.239260400616333,615,15,7.770057201385498,7.024543762207031,18.307209014892578,24.996440887451172,-0.557633638381958,3.253108501434326
10.48899845916795,630,15,4.978078842163086,4.000237464904785,12.35393238067627,21.546478271484375,-0.9850624799728394,2.6323776245117188
10.73873651771957,645,15,4.487085819244385,2.8533644676208496,11.634988784790039,26.430160522460938,1.202207088470459,0.6522409319877625
